entity_id,entity_name,industry,entity_kind,entity_kind_group,org_size,org_size_score,org_size_unknown,size_confidence,employee_size,turnover_size,sector_proxy,prior_records_band,prior_event_number,prior_event_date,prior_event_ids,prior_titles,spell_end_date,next_event_ids,next_titles,duration_days,event,event_number_cat,elapsed_band
4437,Iress,Technology,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,technology,unknown,1,2024-05-03,70d00423-58a0-4641-9a9c-efe29c9cddd3,Iress strengthens security after cyber incident,2026-08-05,,,824,0,1,731-1460
4464,NHS Dumfries and Galloway,Government,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,government,unknown,1,2024-05-01,a8862fc9-791a-41cf-b73f-15bd659a1ab6,Children's mental health records published after cyber attack,2026-08-05,,,826,0,1,731-1460
4471,Advance Press,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2024-01-01,221b2c0a-87c8-4727-ae49-b1e3a78780b2,Aussie printing company suffers alleged 300Gb data breach,2026-08-05,,,947,0,1,731-1460
4503,Evolve Bank & Trust,Financial,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,finance,100k+,1,2024-02-09,30449ec8-0ac7-44b6-a077-a3372299f10c,"7.6m impacted in Evolve breach, Wise customers affected",2026-08-05,,,908,0,1,731-1460
4515,"Department of Jobs, Skills, Industry and Regions",Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2024-06-15,5d262786-f5c6-4b57-af10-3cc8d0e8d78b,Vic gov supplier bank details altered in cyber attacks,2026-08-05,,,781,0,1,731-1460
4516,Department of Transport and Planning,Government,government_body,government_body,LARGE,3.0,0,1.0,very_large,unknown,government,unknown,1,2024-06-15,5d262786-f5c6-4b57-af10-3cc8d0e8d78b,Vic gov supplier bank details altered in cyber attacks,2026-08-05,,,781,0,1,731-1460
4519,Hey You,Technology,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,technology,100k+,1,2024-06-15,1e5a44e2-700e-4d8e-8ee2-99e105ca6929,Exclusive: Aussie order-ahead app Hey You hit by an alleged data breach affecting more than 100k,2026-08-05,,,781,0,1,731-1460
4523,North Coast Petroleum,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,10k-100k,1,2024-06-01,7f39f3ad-01fb-45b5-9022-7194e6f4a320,Exclusive: Medusa claims hack of Aussie fuel distributor North Coast Petroleum,2026-08-05,,,795,0,1,731-1460
4553,Patties Foods,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,100k+,1,2024-06-05,58f94516-dd08-49b4-b873-7785572bc2c1,Op-Ed: Patties Foods’ ‘data leak’ proves cyber reporting needs to do better,2026-08-05,,,791,0,1,731-1460
4569,Legrand CRM,Technology,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,technology,unknown,1,2024-05-15,17b867d6-71f0-4998-8b65-8b498f766ef2,Hunters International claims attack on Australian CRM provider,2026-08-05,,,812,0,1,731-1460
4588,Panasonic Australia,Technology,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,technology,100k+,1,2024-06-07,92c0561f-806d-43ac-92bd-77528c1ae158,Exclusive: Panasonic Australia confirms cyber incident following Akira ransomware claim,2026-08-05,,,789,0,1,731-1460
4634,Levi Strauss & Co,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,10k-100k,1,2024-06-13,a70689f2-50bf-40a1-a21b-9b5b0855a756,"Levi’s customers have pockets picked as cyber attack affects 72,000",2026-08-05,,,783,0,1,731-1460
4637,Australian rare earths producer,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2024-03-01,d597ee9b-f7cf-43a2-a8b6-59ba7607c04a,Second Australian rare earths producer suffers cyber attack,2026-08-05,,,887,0,1,731-1460
4640,Victorian Freight Specialists,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2024-05-26,b7238d7e-b112-4fe4-a13e-f7c86df76aae,Victorian Freight Specialists suffers alleged 800+GB data breach,2026-08-05,,,801,0,1,731-1460
4656,Harry Perkins Institute of Medical Research,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,health,unknown,1,2024-07-12,5e822cdc-a41c-4a66-b570-bca6e1108466,Harry Perkins Institute of Medical Research data breach (July 2024),2026-08-05,,,754,0,1,731-1460
4669,Fletcher International Group,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2024-07-01,a678ea40-2655-4a9a-8a42-a2d4be9d36c6,Cyber Incident News - Fletcher International Group,2026-08-05,,,765,0,1,731-1460
4671,The Fletcher Group,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2024-07-01,a678ea40-2655-4a9a-8a42-a2d4be9d36c6,Cyber Incident News - Fletcher International Group,2026-08-05,,,765,0,1,731-1460
4680,Royal Brighton Yacht Club,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,unknown,1,2024-07-15,c282cdcd-f3aa-4577-95c9-00ddabf5b915,Exclusive: Victoria’s Royal Brighton Yacht Club confirms Medusa ransomware attack,2026-08-05,,,751,0,1,731-1460
4691,Healthed,Healthcare,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,health,1k-10k,1,2024-07-14,be4d64e9-d2f4-4819-b8f2-85350024791f,Healthed data breach (July 2024),2026-08-05,,,752,0,1,731-1460
4718,Insula Group,Technology,organisation,organisation,MEDIUM,2.0,0,0.8,small,unknown,technology,unknown,1,2024-06-25,a20d5bcb-56e5-4fc9-bd88-74de74a008ba,Exclusive: Victorian IT services company Insula confirms BianLian ransomware attack,2026-08-05,,,771,0,1,731-1460
4762,Wattle Range Council,Government,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,government,10k-100k,1,2024-06-20,c1efe6b3-e8d9-4892-b571-a7fe63ed875c,Wattle Range Council LockBit ransomware attack (June 2024),2026-08-05,,,776,0,1,731-1460
4765,Arts Centre Melbourne,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2024-07-01,a355dbbe-0dbb-4d58-bce4-2cf4a1ef5b2c,Arts Centre Melbourne data breach (2023-2024),2026-08-05,,,765,0,1,731-1460
4796,Gibbs Hurley,Other,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,other,unknown,1,2024-07-15,5dc81d45-ac4b-480b-bd3b-de632532b412,Ransomware attack allegedly strikes accounting firm,2026-08-05,,,751,0,1,731-1460
4808,Evolution Mining,Other,organisation,organisation,LARGE,3.0,0,0.8,very_large,unknown,other,unknown,1,2024-08-01,c70d5873-197c-449c-b462-634cbed2ad60,Gold producer Evolution Mining confirms ransomware cyber attack,2026-08-05,,,734,0,1,731-1460
4814,Bloom Hearing Specialists,Healthcare,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,health,unknown,1,2024-07-05,bcd3537a-0cbd-48cd-a76a-a9ebedd10974,bloom hearing specialists incident response,2026-08-05,,,761,0,1,731-1460
4816,Halliburton Australia,Other,organisation,organisation,LARGE,3.0,0,0.6,large,unknown,other,unknown,1,2024-08-21,66421da3-e06c-4548-a3c4-aed19d3e9e9c,Halliburton Australia Cyber Incident,2026-08-05,,,714,0,1,366-730
4818,Regent Caravans,Other,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,other,unknown,1,2024-08-04,7290104d-2453-4473-9bb0-7c13925b3911,Exclusive: Melbourne-based Regent Caravans confirms RansomHub attack,2026-08-05,,,731,0,1,731-1460
4825,Hudson Civil Engineering,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2024-07-24,418a7c95-3aee-4854-828e-127d1cce4433,Exclusive: RansomHub claims hack on Aussie company Hudson Civil Engineering,2026-08-05,,,742,0,1,731-1460
4826,Adreno,Retail,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,retail,100k+,1,2024-07-01,03795129-e215-4923-93eb-811f41fb15a2,"Exclusive: Hacker claims successful hack of Adreno, the ‘world’s largest dive store’",2026-08-05,,,765,0,1,731-1460
4830,Meli,,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,100k+,1,2024-08-21,49ecd541-7f72-4d34-a4b1-95128f3a8414,Exclusive: Aussie not-for-profit community support service Meli confirms cyber attack,2026-08-05,,,714,0,1,366-730
4834,All Parks Insurance,Other,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,finance,<1k,1,2024-08-26,9686d45a-f58d-4a38-865e-3f9222d1caba,All Parks Insurance Meow Ransomware Attack,2026-08-05,,,709,0,1,366-730
4849,Life360,Technology,organisation,organisation,LARGE,3.0,0,1.0,large,unknown,technology,100k+,1,2024-03-01,13a12ba8-8aa5-415c-afe4-4d030e222407,"Life360 breach exposes 442,000 users: experts warn of API vulnerabilities",2026-08-05,,,887,0,1,731-1460
4852,Early Settler,Retail,organisation,organisation,LARGE,3.0,0,0.8,large,unknown,retail,100k+,1,2024-07-01,c5de9182-29d7-423a-b474-14365827b68f,Early Settler Data Breach,2026-08-05,,,765,0,1,731-1460
4878,New South Wales Hospital Network,Healthcare,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,health,unknown,1,2024-08-01,025d7092-d4fa-4e61-81fd-970510947dee,Cyberattack on New South Wales Hospital Network,2026-08-05,,,734,0,1,731-1460
4908,DBG Health,Healthcare,organisation,organisation,LARGE,3.0,0,0.7,very_large,unknown,health,unknown,1,2024-08-25,f7e36d3d-2a10-46cb-87a3-d2696a7cbe5f,Ransomware Attack on DBG Health Compromises Medical Data,2026-08-05,,,710,0,1,366-730
4922,MLC Australia,Financial,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,finance,10k-100k,1,2025-03-29,596781b4-ced0-4e92-8d0c-0b161c4b6fa7,Protecting your money | MLC Australia,2026-08-05,,,494,0,1,366-730
4930,Myelec Electrical Wholesalers,Other,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,other,unknown,1,2024-08-15,f7818274-a92a-4200-8af9-d38b2fbed8eb,Exclusive: Lynx ransomware claims attack on Australian electrical wholesaler,2026-08-05,,,720,0,1,366-730
4978,Fortinet,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,1k-10k,1,2024-09-01,44278a7f-78be-4f4b-a1cd-0f4b55a2ca27,"PODCAST: Fortinet hacked, a data breach in New Zealand, and new privacy laws in Australia",2026-08-05,,,703,0,1,366-730
4980,Parliament of Australia,Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,unknown,1,2023-11-08,c78e52b5-ecc9-4348-9d02-bde85f5d3fc8,Chapter 3 - Parliament of Australia,2026-08-05,,,1001,0,1,731-1460
4983,Total Tools,Retail,organisation,organisation,LARGE,3.0,0,0.7,very_large,unknown,retail,10k-100k,1,2024-09-15,97aeea43-b5b6-45f5-8e1a-92d6f3a6f4f7,Total Tools data leak: Popular hardware chain impacted by 'cyber,2026-08-05,,,689,0,1,366-730
4990,White Mountain Backpacks,Other,organisation,organisation,SMALL,1.0,0,0.7,small,unknown,other,unknown,1,2024-09-01,e0365cc8-be97-424c-8e4f-394fe4097309,Exclusive: Rhysida lists Aussie outfitter White Mountain Backpacks as ransomware victim,2026-08-05,,,703,0,1,366-730
4997,I-MED,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,health,10k-100k,1,2023-09-01,4053cb99-d5ed-4c6b-b9da-5d3bf75bdc01,I-MED data breach exposes tens of thousands of patient files using details shared online for a year,2026-08-05,,,1069,0,1,731-1460
5019,Australian Cancer Research Foundation,,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,other,unknown,1,2024-08-30,cfe2c811-5e83-469b-b15e-7a1c084592c7,Exclusive: Australian Cancer Research Foundation informs donors of ‘data security incident’,2026-08-05,,,705,0,1,366-730
5022,Nikpol,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,unknown,1,2024-09-18,3ae2a482-178e-470f-854d-ecd265a13323,Nikpol RansomHub Data Leak,2026-08-05,,,686,0,1,366-730
5030,Goodline,Other,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,other,unknown,1,2024-09-17,c5906d2d-050a-4b1e-86f9-f1fd95a6ade8,Goodline RansomHub Cyber Attack,2026-08-05,,,687,0,1,366-730
5041,Avis car rental,Other,organisation,organisation,LARGE,3.0,0,0.6,unknown,unknown,other,100k+,1,2024-08-03,55109202-d1a2-4dda-b411-728f54037083,Avis car rental suffers cyber attack affecting customer data,2026-08-05,,,732,0,1,731-1460
5085,Daughterly Care,Government,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,government,unknown,1,2024-09-22,e012a675-f68a-4a36-89ca-e4a21da194c1,Daughterly Care Data Breach,2026-08-05,,,682,0,1,366-730
5090,Internet Archive,,organisation,organisation,UNKNOWN,2.8546875,1,0.9,unknown,unknown,other,100k+,1,2024-09-28,9b5e67ac-93a6-4858-b5e8-78d8bdca241c,Internet Archive suffers third October cyber attack,2026-08-05,,,676,0,1,366-730
5109,digiDirect,Retail,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,retail,100k+,1,2024-09-29,1537b298-47ab-40d9-b3c4-26dc5ede4217,digiDirect Data Breach,2026-08-05,,,675,0,1,366-730
5116,The Plastic Bag Company,Manufacturing,organisation,organisation,SMALL,1.0,0,0.7,small,unknown,industrial,unknown,1,2024-10-09,26ea608a-4886-439c-ae7f-f0d51d055974,Exclusive: The Plastic Bag Company falls victim to Sarcoma ransomware attack,2026-08-05,,,665,0,1,366-730
5120,IBM,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,10k-100k,1,2024-10-15,a5c5124d-2460-4952-9c01-81dc5e5447e9,IBM staff data allegedly leaked in cyber attack,2026-08-05,,,659,0,1,366-730
5124,Tocal College,Education,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,education,unknown,1,2024-09-13,dd254d96-66b1-4404-b247-ba6d4abd2d72,Tocal College data breach (September 2024),2026-08-05,,,691,0,1,366-730
5133,Funlab,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2024-09-20,0ac88646-6155-49cb-9436-eaea62662882,"Cyberattack: Australian entertainment company Funlab, which owns",2026-08-05,,,684,0,1,366-730
5134,Lynx,Other,threat_actor,other_or_unknown,UNKNOWN,2.8546875,1,0.9,unknown,unknown,other,unknown,1,2025-01-01,9185af52-46ed-440f-b5c0-f05a0fda67f5,Australian automotive manufacturer hit by cyberattack,2026-08-05,,,581,0,1,366-730
5135,MoneyGram,Financial,organisation,organisation,LARGE,3.0,0,0.7,very_large,unknown,finance,100k+,1,2024-09-20,05e6cb89-1197-48e3-b381-cffb494ea031,MoneyGram confirms data breach after major outage,2026-08-05,,,684,0,1,366-730
5138,Ultra Tune,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2024-10-18,e1811981-c695-467e-8b6e-b5a2c2ce5f09,Ultra Tune Cyber Incident,2026-08-05,,,656,0,1,366-730
5146,Landmark Insurance,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,finance,100k+,1,2024-05-13,50e7cf69-e97a-493b-824d-9ed0c75cfbfb,Landmark Insurance Data Breach,2026-08-05,,,814,0,1,731-1460
5148,One Step Group,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,unknown,1,2024-10-01,aae21e6b-a71b-474a-8f41-0a573e34d3f4,One Step Group cybersecurity incident (October 2024),2026-08-05,,,673,0,1,366-730
5152,Perfection Fresh,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2024-10-01,9c6535de-4196-4c23-aab0-fc7be7ab9795,Exclusive: Aussie fresh produce company Perfection Fresh confirms ransomware attack,2026-08-05,,,673,0,1,366-730
5168,Beyond Bank,Financial,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,finance,unknown,1,2025-08-29,8384cd46-1678-494e-846b-49963b4da80d,Beyond Bank cyber incident (October 2024),2026-08-05,,,341,0,1,181-365
5188,Liverpool City Council,Government,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,government,unknown,1,2024-07-11,e7b08df9-24c1-4b7a-8796-539d6d75f5f4,Liverpool City Council data breach notification Lost External Hard,2026-08-05,,,755,0,1,731-1460
5191,TPG Aged Care,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.6,small,unknown,health,unknown,1,2024-09-15,90d95ed0-1997-4d60-93aa-31ff31f9ff2f,Lockbit Ransomware Attack on TPG Aged Care,2026-08-05,,,689,0,1,366-730
5205,Finsure,Financial,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,finance,100k+,1,2024-10-15,424ea4a8-a698-429a-b39a-32b88fcf6785,Exclusive: Aussie mortgage broker Finsure confirms 'cyber incident,2026-08-05,,,659,0,1,366-730
5217,JewishCare,Healthcare,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,health,unknown,1,2024-10-28,088b594e-5f80-4318-98a9-002cd2072272,NSW healthcare provider JewishCare suffers comprehensive data breach,2026-08-05,,,646,0,1,366-730
5237,Grubisa companies,Other,organisation,organisation,UNKNOWN,2.8546875,1,0.9,unknown,unknown,other,unknown,1,2026-02-27,57d9bc41-b11f-4ccd-9fa5-1a3d5626ef3f,Grubisa companies interfered with Australians’ privacy by scraping data,2026-08-05,,,159,0,1,0-180
5239,Property Lovers Pty Ltd,Other,organisation,organisation,SMALL,1.0,0,0.6,unknown,unknown,other,unknown,1,2026-02-27,57d9bc41-b11f-4ccd-9fa5-1a3d5626ef3f,Grubisa companies interfered with Australians’ privacy by scraping data,2026-08-05,,,159,0,1,0-180
5243,ANU Enterprise,,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,other,unknown,1,2024-09-28,69a7362d-541a-481b-89ec-ace8d9bf28cc,ANU Enterprise confirms ransomware attack,2026-08-05,,,676,0,1,366-730
5248,Snow Brand Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,unknown,1,2024-11-01,ccfcb826-2af2-4187-9122-125844c67690,Exclusive: Snow Brand Australia confirms SafePay ransomware attack,2026-08-05,,,642,0,1,366-730
5254,Schneider Electric,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,other,100k+,1,2024-11-02,f5789f0e-ba82-4580-8e61-740a4d7d31cc,"Schneider Electric allegedly suffers second cyber attack, data published on X",2026-08-05,,,641,0,1,366-730
5269,Nokia,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,unknown,1,2024-11-01,d950485b-7e0f-4bc4-9b03-48acf117e578,Nokia source code allegedly stolen in third-party cyber attack,2026-08-05,,,642,0,1,366-730
5282,Micon Office National,Retail,organisation,organisation,SMALL,1.0,0,0.8,small,unknown,retail,unknown,1,2024-11-03,ecfc3f15-39b0-434e-8a8f-8c277909a1cd,Exclusive: Wollongong-based Micon Office National confirms ransomware attack,2026-08-05,,,640,0,1,366-730
5289,Bunnings Group Limited,Retail,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,retail,100k+,1,2018-11-01,1a5f2a82-3985-4eb4-b1aa-bfb62d4a77dc,Bunnings shoppers' personal information potentially exposed to data security breach,2026-08-05,,,2834,0,1,>1460
5300,Victorian Coroners Court,Government,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,government,unknown,1,2024-11-25,6cf998de-2548-4836-b837-742bdb6c4337,"Exclusive: NoName targets at least 9 Australian organisations, Victorian Coroners Court confirms incident",2026-08-05,,,618,0,1,366-730
5339,Thanks For the Help (TFTH),Education,organisation,organisation,MEDIUM,2.0,0,0.6,small,unknown,education,unknown,1,2024-12-10,012c5958-9394-400f-9241-415e3ff5708a,Thanks For the Help (TFTH) KillSec Ransomware Breach,2026-08-05,,,603,0,1,366-730
5353,University of the Sunshine Coast,Education,organisation,organisation,LARGE,3.0,0,1.0,very_large,unknown,education,unknown,1,2024-12-01,dc6ecb6b-c183-453b-a100-c7c925a69d9a,"Data Breach | University of the Sunshine Coast, Queensland, Australia",2026-08-05,,,612,0,1,366-730
5364,WACER,Financial,organisation,organisation,UNKNOWN,2.8546875,1,0.4,unknown,unknown,finance,unknown,1,2024-12-11,bcdc7447-a168-43d6-8d84-8515ac35f497,Exclusive: Funksec ransomware gang allegedly targets pair of Aussie companies,2026-08-05,,,602,0,1,366-730
5372,Meta,Technology,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,technology,100k+,1,2013-11-02,8988b819-8900-4e6b-a1d1-b74cda5f34e3,Landmark settlement of $50m from Meta for Australian users impacted by Cambridge Analytica incident,2026-08-05,,,4659,0,1,>1460
5380,Police Bank,Financial,organisation,organisation,LARGE,3.0,0,0.7,large,unknown,finance,unknown,1,2024-12-01,5b97a409-9370-4354-9360-cf74f5f745a8,Police Bank data breach,2026-08-05,,,612,0,1,366-730
5387,Austin’s Financial Solutions,Financial,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,finance,unknown,1,2024-12-19,c1e360b9-86b3-471e-9f5c-32ee97879220,Exclusive: Kairos ransomware claims hack of Austin’s Financial Solutions,2026-08-05,,,594,0,1,366-730
5390,ARDEX Australia,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2025-01-01,cef1cdbc-e49b-4de0-8d8a-941df2ae870d,Exclusive: ARDEX Australia cyber attack claimed by Medusa ransomware,2026-08-05,,,581,0,1,366-730
5412,Clutch Industries,Manufacturing,organisation,organisation,MEDIUM,2.0,0,0.7,medium,unknown,industrial,unknown,1,2025-01-19,9a7ff884-a6e3-4cad-9798-7a8d78988f69,Clutch Industries ransomware attack (January 2025),2026-08-05,,,563,0,1,366-730
5415,Globelink International,Transportation,organisation,organisation,SMALL,1.0,0,0.6,small,unknown,telecom_transport,10k-100k,1,2025-11-01,a2dbf026-e41e-49e5-bf12-0e6cdcce4b79,Globelink International ransomware attack,2026-08-05,,,277,0,1,181-365
5433,Spectrum Medical Imaging,Healthcare,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,health,100k+,1,2025-01-01,72ca0947-6cf7-41a3-9aeb-62f041997cb4,Spectrum Medical Imaging ransomware attack (2024-2025),2026-08-05,,,581,0,1,366-730
5440,Virgin Australia,Transportation,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,telecom_transport,unknown,1,2025-01-01,b4fd8b55-08c0-4d10-85f3-133eb6f4c7a1,Virgin Australia confirms “serious security incident” with crew in Fiji,2026-08-05,,,581,0,1,366-730
5446,SquareX,Technology,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,technology,100k+,1,2024-12-24,c640c6f1-24a6-45e2-9414-87ecd58653b3,SquareX reveals critical breach of Cyberhaven extension,2026-08-05,,,589,0,1,366-730
5454,Unique Cars and Parts,Retail,organisation,organisation,SMALL,1.0,0,0.9,small,unknown,retail,unknown,1,2025-01-01,a855f275-ff41-4581-b630-cfd8f72c7e35,Unique Cars and Parts Attack,2026-08-05,,,581,0,1,366-730
5464,Brydens Lawyers,Other,organisation,organisation,MEDIUM,2.0,0,0.8,medium,unknown,other,unknown,1,2025-02-01,54bd2f35-2f84-4269-8c6c-1f49f015c79e,Brydens Lawyers suffers alleged 600GB data breach following ransomware attack,2026-08-05,,,550,0,1,366-730
5466,Evidn,Technology,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,technology,unknown,1,2025-01-09,e45f3cf4-77dd-4b39-9d0d-d8b40e3610ba,Everest Ransomware Breach of Evidn,2026-08-05,,,573,0,1,366-730
5472,Muswellbrook Shire Council,Government,organisation,organisation,LARGE,3.0,0,0.9,medium,unknown,government,unknown,1,2024-12-04,f015d9c2-3399-4edc-92ca-9ab67bd53545,Muswellbrook Shire Council Ransomware Attack,2026-08-05,,,609,0,1,366-730
5476,Volkswagen Australia,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,100k+,1,2024-11-26,1f09c2f7-0aab-4b99-9ffc-57d5cef6d11c,Volkswagen Australia Data Exposure,2026-08-05,,,617,0,1,366-730
5479,Novati,Other,organisation,organisation,MEDIUM,2.0,0,0.6,medium,unknown,other,unknown,1,2024-11-06,62e41129-5667-4a8b-842d-548a8d364692,Novati Constructions ransomware attack (November 2024),2026-08-05,,,637,0,1,366-730
5483,Novati Constructions,Other,organisation,organisation,MEDIUM,2.0,0,0.7,small,unknown,other,unknown,1,2024-11-06,62e41129-5667-4a8b-842d-548a8d364692,Novati Constructions ransomware attack (November 2024),2026-08-05,,,637,0,1,366-730
5493,Christian Community Aid,,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,other,1k-10k,1,2025-01-22,7e21399e-68c8-4fcb-87e4-e318448e9b1f,Exclusive: Space Bears ransomware gang claims hack of Christian Community Aid,2026-08-05,,,560,0,1,366-730
5565,Brown and Hurley,Other,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,other,unknown,1,2025-01-22,78109dbb-2a49-4156-af14-c764ea80086c,Exclusive: Lynx ransomware group claims hack of truck dealership Brown and Hurley,2026-08-05,,,560,0,1,366-730
5573,Albright Institute of Language and Business,Education,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,education,unknown,1,2025-02-10,a9c68923-a93a-4b74-a29c-a8c118dd4a15,Albright Institute of Language and Business cyber attack (February 2025),2026-08-05,,,541,0,1,366-730
5578,Papua New Guinea's Internal Revenue Commission,Government,organisation,organisation,LARGE,3.0,0,0.9,large,unknown,government,unknown,1,2025-01-29,dcbbbae4-b9be-4b56-9e3b-51f3b513ff32,Papua New Guinea's Internal Revenue Commission hit in major,2026-08-05,,,553,0,1,366-730
5618,Regency Media,Media,organisation,organisation,MEDIUM,2.0,0,0.6,small,unknown,media,unknown,1,2025-02-15,d2d7894c-96c9-49a9-9287-f96056d795a5,Exclusive: Akira claims cyber attack on closed Australian media company,2026-08-05,,,536,0,1,366-730
5632,Natures Organics,Manufacturing,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,industrial,<1k,1,2025-01-30,3d704b64-88ea-4eaf-8882-6bdf4b2a4be9,Exclusive: Natures Organics confirms Medusa ransomware attack,2026-08-05,,,552,0,1,366-730
5638,TFE Hotels,Other,organisation,organisation,LARGE,3.0,0,0.9,very_large,unknown,other,unknown,1,2025-03-01,0b3f850f-339c-419e-98ec-4f34063cd094,Ongoing impacts for TFE Hotels after cyber incident,2026-08-05,,,522,0,1,366-730
5651,Wendy Wu Tours,Other,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,other,unknown,1,2025-03-15,55ecf218-aab5-4cbd-a1db-2a46b6ceb62e,Wendy Wu Tours KillSec Ransomware Attack,2026-08-05,,,508,0,1,366-730
5693,Compumedics Limited,Technology,organisation,organisation,MEDIUM,2.0,0,0.9,medium,unknown,technology,100k+,1,2025-02-15,0ea87427-4ee7-45ae-a373-af7cf03696f1,Compumedics Limited cybersecurity incident,2026-08-05,,,536,0,1,366-730
5696,Zurich Insurance Group,Other,organisation,organisation,HUGE,4.0,0,1.0,very_large,unknown,finance,1k-10k,1,2025-02-01,2f373046-1a18-4864-a383-77aca5b9f9e6,Exclusive: Zurich Insurance suffers alleged data breach,2026-08-05,,,550,0,1,366-730
5700,Ward Transport & Logistics,Transportation,organisation,organisation,MEDIUM,2.0,0,0.9,small,unknown,telecom_transport,unknown,1,2025-03-01,c310fe7d-4390-4ac6-93b1-f66e3484caee,Major Cyber Attacks Targeting Transportation & Logistics Industry,2026-08-05,,,522,0,1,366-730
5703,Department of Communities and Justice (DCJ),Government,government_body,government_body,HUGE,4.0,0,1.0,very_large,unknown,government,1k-10k,1,2025-03-25,be931ffd-b9ea-4ba0-bd41-1220ba0debbe,NSW Online Registry Website data breach (March 2025),2026-08-05,,,498,0,1,366-730
